Name	Description	p-value	q-value	pheontype	genes
 REAC:1799339	SRP-dependent cotranslational protein targeting to membrane	1.19e-40	1.19e-40	1	SEC61A2,RPS5,RPL3,SRP54,SEC61B,RPL28,RPL19,RPL34,SPCS2,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,SEC11C,SRP68,SRP72,RPL35A,SRPR,RPL37A,RPS29,RPL26L1,SEC61A1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,SSR3,RPS15,RPS25,RPN2,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPN1,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,SSR4,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPN2,RPS10,SSR1,SPCS3,RPS4Y1,SEC11A,RPL13A,RPL9,RPN1,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,DDOST,RPL17
 REAC:156842	Eukaryotic Translation Elongation	4.02e-39	4.02e-39	1	RPS5,RPL3,EEF1D,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,EEF1G,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:156902	Peptide chain elongation	6.26e-39	6.26e-39	1	RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:72613	Eukaryotic Translation Initiation	2.38e-32	2.38e-32	1	RPS5,RPL3,EIF3D,EIF3J,RPL28,RPL19,RPL34,EIF2B2,RPL23,EIF2S2,RPL36,RPS6,RPS27A,EIF2B5,RPS3A,RPL37,RPL30,RPL8,EIF1AX,RPL35A,EIF4EBP1,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:72737	Cap-dependent Translation Initiation	2.38e-32	2.38e-32	1	RPS5,RPL3,EIF3D,EIF3J,RPL28,RPL19,RPL34,EIF2B2,RPL23,EIF2S2,RPL36,RPS6,RPS27A,EIF2B5,RPS3A,RPL37,RPL30,RPL8,EIF1AX,RPL35A,EIF4EBP1,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:72706	GTP hydrolysis and joining of the 60S ribosomal subunit	1.17e-33	1.17e-33	1	RPS5,RPL3,EIF3D,EIF3J,RPL28,RPL19,RPL34,RPL23,EIF2S2,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,EIF1AX,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:72695	Formation of the ternary complex, and subsequently, the 43S complex	3.1e-18	3.1e-18	1	RPS5,EIF3D,EIF3J,EIF2S2,RPS6,RPS27A,RPS3A,EIF1AX,RPS29,RPS16,RPS19,RPS13,RPS15,RPS25,RPS10,RPS24,RPS2,RPS11,RPS8,RPS3,RPS14,RPSA,RPS9,RPS21,RPS7,RPS27,RPS17,RPS4X,RPS18,RPS28,RPS20,EIF3E,RPS4Y1,RPS15A,EIF3H,EIF3M,RPS23
 REAC:72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	1.24e-16	1.24e-16	1	RPS5,EIF3D,EIF3J,EIF2S2,RPS6,RPS27A,RPS3A,EIF1AX,EIF4EBP1,RPS29,RPS16,RPS19,RPS13,RPS15,RPS25,RPS10,RPS24,RPS2,RPS11,RPS8,RPS3,RPS14,RPSA,RPS9,RPS21,RPS7,RPS27,RPS17,RPS4X,RPS18,RPS28,RPS20,EIF3E,RPS4Y1,RPS15A,EIF3H,EIF3M,RPS23
 REAC:72649	Translation initiation complex formation	8.1e-17	8.1e-17	1	RPS5,EIF3D,EIF3J,EIF2S2,RPS6,RPS27A,RPS3A,EIF1AX,RPS29,RPS16,RPS19,RPS13,RPS15,RPS25,RPS10,RPS24,RPS2,RPS11,RPS8,RPS3,RPS14,RPSA,RPS9,RPS21,RPS7,RPS27,RPS17,RPS4X,RPS18,RPS28,RPS20,EIF3E,RPS4Y1,RPS15A,EIF3H,EIF3M,RPS23
 REAC:72689	Formation of a pool of free 40S subunits	5.84e-36	5.84e-36	1	RPS5,RPL3,EIF3D,EIF3J,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,EIF1AX,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:72702	Ribosomal scanning and start codon recognition	8.1e-17	8.1e-17	1	RPS5,EIF3D,EIF3J,EIF2S2,RPS6,RPS27A,RPS3A,EIF1AX,RPS29,RPS16,RPS19,RPS13,RPS15,RPS25,RPS10,RPS24,RPS2,RPS11,RPS8,RPS3,RPS14,RPSA,RPS9,RPS21,RPS7,RPS27,RPS17,RPS4X,RPS18,RPS28,RPS20,EIF3E,RPS4Y1,RPS15A,EIF3H,EIF3M,RPS23
 REAC:156827	L13a-mediated translational silencing of Ceruloplasmin expression	7.48e-34	7.48e-34	1	RPS5,RPL3,EIF3D,EIF3J,RPL28,RPL19,RPL34,RPL23,EIF2S2,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,EIF1AX,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:2408522	Selenoamino acid metabolism	1.38e-35	1.38e-35	1	RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,SCLY,LARS,EPRS,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,QARS,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,AHCY,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,HNMT,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:2408557	Selenocysteine synthesis	3.92e-38	3.92e-38	1	RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:1500931	Cell-Cell communication	0.00377	0.00377	1	CDH1,LAMA3,LAMC2,COL17A1,MPP5,FERMT2,PVRL4,ITGB1,LIMS1,MAPK12,LAMB3,PARVA,CLDN11,SPTBN1,CDH15,ITGB4,CADM3,CLDN19,CD151,PLEC,PTPN11,SPTAN1,NTN1,NCK2,ACTN1,LIMS2,MAPK8,FLNC,RSU1,NCK1,PARVA
 REAC:5663205	Infectious disease	1.51e-12	1.51e-12	1	RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,SLC25A5,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,PSMB2,CANX,AP1M2,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,CALR,RPL14,RPL12,RPS4X,TAT,RPS18,RPL17,PSMB1,RPS20,PSMA4,PSMD8,PSMC6,PSMA3,PSMA6,PSMA7,POLR2C,PSMD7,PSMA2,NCBP2,PSMD14,PSMB2,PSMA1,RPS4Y1,PSME3,RAN,RPS15A,PSMB6,ARF1,AP1S3,PSMA8,PSMB4,PSMD6,PSMC3,POLR2G,RPL4,AP1S2,RPS23,GTF2F2,RPL10A
